,address,amount,percentOfTotal
492,9g2ymVEpDJJUnVYZiciaQx1duj4jcwdr251Qy3S6G9ovjg9Wm6a,85.10000000000001,2.1275e-05
493,9gktTatTxGBbdWFPkuBvJeoiBkZjFvvauvxhiod3YCwb7iAupxx,82.21000000000001,2.05525e-05
494,9gBw8tdSDVCEVx4We5xUKVQCVJivgJA5a2uz1QvgrpfyeaYi1pz,80.0,2e-05
495,9he4FmwjS8pVdkmpT5A2sdtet8PZ7VwyP35cZphejQ9Shs7hkFu,79.95,1.99875e-05
496,9gy2FR4SrkYKL6ZqEpucUNa4Rf4tUDitJk3CM9fanDvuuf7PrqY,77.75,1.94375e-05
497,9gUL9vLuCmAaaMaGKKs5bACKGdBxkjt13hSavY8NEvNntKkns9T,71.66,1.7915e-05
498,9eayp5KZiudis7a81HWZWJe29fvCBsKxeca24v9vZaKb8W8E3hx,70.74,1.7685e-05
499,9gnB2fmxxeRUXV1xUwySVq17XjMFMZZAu6cAFwm257TSGMsK8w9,70.0,1.75e-05
500,9hKha4KfqVSLFdvow9hjc7sxxFYg64cRhR75TDSfmv2YNtDqBi9,69.77,1.74425e-05
501,9fRfMuYMTzMUDHuzbiUAy1MySuZE8z5t2rdAinyHQtjbijSSny8,67.32000000000001,1.683e-05
502,9h1eKsqqLeVRpXVc8aQKSEJXeSSnDqybE7gGLX334GkfHGRus6n,64.63,1.61575e-05
503,9fN51mdSEDXfdfJEnD8M6A3FhQabtiXbiS8RY4ekQQNezeL33q7,61.04,1.526e-05
504,9gf9dTNPfpF8RtsJTaNu1XTqxjsbsGHHdmtTi9RgX3RbiLrTyBQ,60.0,1.5e-05
505,9iD7JfYYemJgVz7nTGg9gaHuWg7hBbHo2kxrrJawyz4BD1r9fLS,59.160000000000004,1.479e-05
506,9fgEX5JvB7Sc8xJAa5FJfPB9Bm6eewv4itMAeUmaRS6p3gkvhGF,55.59,1.38975e-05
507,9enpJGdUUAxhZkY5Je1qvSWwDYZbGbFVt588hyx8SyJGeQR3qcR,52.59,1.31475e-05
508,9hqCQEjfx2aLwfVBCrLGyAhnTgZPbYYwiQVrLQhxxYPQTKd8esX,50.0,1.25e-05
509,9hfgy3XavbKPViKArebUc6Jnczj5Wf1jpnzSfADGNuh9Er2PW3E,49.95,1.24875e-05
510,9fTYM8m8r5f7coNsqWdusLWMoxVEzE5CrZs8e6yNNydwqCQxTy9,46.39,1.15975e-05
511,9fuJpEWJTUDXpXKu1MahdSAuGLTUE7Znai6pHYGmAMfBpamBehn,45.11,1.12775e-05
512,9ewDzPigvarBJeT2M2QDJFRAZHEtWotdkSb6fUBFqJxnWHSBPBq,40.88,1.022e-05
513,9ewA9T53dy5qvAkcR5jVCtbaDW2XgWzbLPs5H4uCJJavmA4fzDx,39.88,9.97e-06
514,9hQtCfa7iBASDrwTShg6vxsM21K5GyA8d57J92JgjeAkahNu6tV,38.19,9.5475e-06
515,9gnq87xcSobR5KSWVUoCSP8s4NCJpc42ZfkLWtdhfhzBVt6bcMS,38.0,9.5e-06
516,9hiqQ9sWsc7EPqpwr2D42zsYKwhzAoRDAjzz7xJs9bz4JWtbQQN,37.42,9.355e-06
517,9h9B25wCRRMeBAsrpK5zyU3rf4QRcJtsr8crRmftGPadhaAvSM5,34.38,8.595e-06
518,9hPjM8tHXbEuqcHW6t4p828sVVFMNBMDTBkmRyqfT7JdFCki88b,29.34,7.335e-06
519,9eeTTnk1xpraTzVWztdYA9XraqaqAq9tky7g8UHheDFyqEMHEmd,28.29,7.0725e-06
520,9h2MxpkSsDVByseBp5nPBUaedoUYj7YVNkTMDYgsoSQsgrzcCRA,28.11,7.0275e-06
521,9fkHWiDnWum8HyBeyaSKnr9u2uSSUZ2xW4bumqrYrvF6mXbB5jA,27.66,6.915e-06
522,9hR4UAnF2FEUdJvWs4qsM7A7neZwzedmEZGCcCW5VXDbXhJrpKh,26.490000000000002,6.6225e-06
523,9f9ZnSnAoB6iYgpqDQT2C9zFo4uf3YBe7V1D8GCyb3U84oZGaKf,25.16,6.29e-06
524,9foGFgAJukvT84qfPbPnzPPRm1CqRfLXAmSyMnjYJfJJf7KLqpk,25.16,6.29e-06
525,9fmoaLx7YVVQryPhwxGK3XRSZ81hm41gJZbGRhqxYemXEc5niPj,25.1,6.275e-06
526,9gAPS2STiAPcZvx58fcfXapyKuFoBckHZdESjNhrftMhp55CQPQ,25.1,6.275e-06
527,9gD2D4d17SfGvVsYL3EcPgq6qexeRuA7xHyBSaJ1aMAVtwDehXr,25.0,6.25e-06
528,9hnAT6Q1JE6oo7AQoVJnQmC2JjcszmMzgWpWJwr9kvMZAXEP62y,24.330000000000002,6.0825e-06
529,9fyTcBkcSTuxDW6oQmvjmpsrtH2ruAqEb7gLU9negdfaUQ3nKut,23.0,5.75e-06
530,9iCzZksco8R2P8HXTsZiFAq2km59PDznuTykBRjHd74BfBG3kk8,20.0,5e-06
531,9eohppETTzzdoshPczyzpNn38cTrsL2BbqwuZCSrZEU19gUtCeo,18.05,4.5125e-06
532,9gsPiHSxjdjFCnBbm3gJXsx4zxk9m9EN3nVbeFx89xgYxsUQ9Rx,17.26,4.315e-06
533,9fLQMXmZZxgvTNYTYRYnP7ML1ifVsZjvG56RD2XoVHira3QTdMD,15.700000000000001,3.925e-06
534,9ewjBGfWL4aowvqVkz9ZNCvXyhyqE1FxNroGr5HZs3exPnn85we,12.02,3.005e-06
535,9eebBgt5LsEG2Xqrvrphv2TDaTpMgAbMr1xyteWBx99rLV2p5xZ,11.05,2.7625e-06
536,9ehFA6F4xxMdsBJqM4pMSvz14GecgHJ5ytu4m1QWJ7AUN37Dnmb,10.0,2.5e-06
